"Country or Area","Year(s)","Value","Value Footnotes"
"Comoros","1991","4.97",""
"Comoros","1990","4.98",""
"Congo","2012","5.13",""
"Congo","2011","5.13",""
"Congo","2010","5.14",""
"Congo","2009","5.17",""
"Congo","2008","5.19",""
"Congo","2007","5.23",""
"Congo","2006","5.27",""
"Congo","2005","5.3",""
"Congo","2004","5.33",""
"Congo","2003","5.36",""
"Congo","2002","5.39",""
"Congo","2001","5.42",""
"Congo","2000","5.45",""
"Congo","1999","5.48",""
"Congo","1998","5.51",""
"Congo","1997","5.54",""
"Congo","1996","5.58",""
"Congo","1995","5.6",""
"Congo","1994","5.63",""
"Congo","1993","5.64",""
"Congo","1992","5.66",""
"Congo","1991","5.67",""
"Congo","1990","5.68",""
"Cook Islands","2012","9.07",""
"Cook Islands","2011","8.85",""
"Cook Islands","2010","8.64",""
"Cook Islands","2009","8.43",""
"Cook Islands","2008","8.23",""
"Cook Islands","2007","8.04",""
"Cook Islands","2006","7.86",""
"Cook Islands","2005","7.7",""
"Cook Islands","2004","7.55",""
"Cook Islands","2003","7.41",""
"Cook Islands","2002","7.28",""
"Cook Islands","2001","7.15",""
"Cook Islands","2000","7.04",""
"Cook Islands","1999","6.93",""
"Cook Islands","1998","6.83",""
"Cook Islands","1997","6.73",""
"Cook Islands","1996","6.64",""
"Cook Islands","1995","6.54",""
"Cook Islands","1994","6.44",""
"Cook Islands","1993","6.34",""
"Cook Islands","1992","6.24",""
"Cook Islands","1991","6.14",""
"Cook Islands","1990","6.03",""
"Costa Rica","2012","10.15",""
"Costa Rica","2011","9.79",""
"Costa Rica","2010","9.48",""
"Costa Rica","2009","9.2",""
"Costa Rica","2008","8.95",""
"Costa Rica","2007","8.74",""
"Costa Rica","2006","8.55",""
"Costa Rica","2005","8.38",""
"Costa Rica","2004","8.22",""
"Costa Rica","2003","8.08",""
"Costa Rica","2002","7.95",""
"Costa Rica","2001","7.84",""
"Costa Rica","2000","7.74",""
"Costa Rica","1999","7.65",""
"Costa Rica","1998","7.57",""
"Costa Rica","1997","7.5",""
"Costa Rica","1996","7.44",""
"Costa Rica","1995","7.38",""
"Costa Rica","1994","7.33",""
"Costa Rica","1993","7.29",""
"Costa Rica","1992","7.25",""
"Costa Rica","1991","7.21",""
"Costa Rica","1990","7.18",""
"Côte d’Ivoire","2012","5.1",""
"Côte d’Ivoire","2011","5.1",""
"Côte d’Ivoire","2010","5.09",""
"Côte d’Ivoire","2009","5.07",""
"Côte d’Ivoire","2008","5.05",""
"Côte d’Ivoire","2007","5.01",""
"Côte d’Ivoire","2006","4.98",""
"Côte d’Ivoire","2005","4.95",""
"Côte d’Ivoire","2004","4.92",""
"Côte d’Ivoire","2003","4.9",""
"Côte d’Ivoire","2002","4.89",""
"Côte d’Ivoire","2001","4.87",""
"Côte d’Ivoire","2000","4.86",""
"Côte d’Ivoire","1999","4.84",""
"Côte d’Ivoire","1998","4.83",""
"Côte d’Ivoire","1997","4.81",""
"Côte d’Ivoire","1996","4.79",""
"Côte d’Ivoire","1995","4.76",""
"Côte d’Ivoire","1994","4.73",""
"Côte d’Ivoire","1993","4.69",""
"Côte d’Ivoire","1992","4.64",""
"Côte d’Ivoire","1991","4.59",""
"Côte d’Ivoire","1990","4.53",""
"Croatia","2012","24.69",""
"Croatia","2011","24.25",""
"Croatia","2010","23.8",""
"Croatia","2009","23.35",""
"Croatia","2008","22.89",""
"Croatia","2007","22.46",""
"Croatia","2006","22.11",""
"Croatia","2005","21.88",""
"Croatia","2004","21.77",""
"Croatia","2003","21.77",""
"Croatia","2002","21.81",""
"Croatia","2001","21.8",""
"Croatia","2000","21.69",""
"Croatia","1999","21.46",""
"Croatia","1998","21.13",""
"Croatia","1997","20.73",""
"Croatia","1996","20.28",""
"Croatia","1995","19.83",""
"Croatia","1994","19.36",""
"Croatia","1993","18.88",""
"Croatia","1992","18.39",""
"Croatia","1991","17.9",""
"Croatia","1990","17.42",""
"Cuba","2012","17.95",""
"Cuba","2011","17.43",""
"Cuba","2010","16.96",""
"Cuba","2009","16.55",""
"Cuba","2008","16.17",""
"Cuba","2007","15.83",""
"Cuba","2006","15.52",""
"Cuba","2005","15.21",""
"Cuba","2004","14.92",""
"Cuba","2003","14.64",""
"Cuba","2002","14.37",""
"Cuba","2001","14.1",""
"Cuba","2000","13.84",""
"Cuba","1999","13.58",""
"Cuba","1998","13.33",""
"Cuba","1997","13.08",""
"Cuba","1996","12.86",""
"Cuba","1995","12.66",""
"Cuba","1994","12.5",""
"Cuba","1993","12.37",""
"Cuba","1992","12.26",""
"Cuba","1991","12.16",""
"Cuba","1990","12.08",""
"Cyprus","2012","16.92",""
"Cyprus","2011","16.61",""
"Cyprus","2010","16.3",""
"Cyprus","2009","15.99",""
"Cyprus","2008","15.68",""
"Cyprus","2007","15.38",""
"Cyprus","2006","15.11",""
"Cyprus","2005","14.86",""
"Cyprus","2004","14.65",""
"Cyprus","2003","14.46",""
"Cyprus","2002","14.31",""
"Cyprus","2001","14.18",""
"Cyprus","2000","14.07",""
"Cyprus","1999","14",""
"Cyprus","1998","13.95",""
"Cyprus","1997","13.92",""
"Cyprus","1996","13.89",""
"Cyprus","1995","13.86",""
"Cyprus","1994","13.81",""
"Cyprus","1993","13.75",""
"Cyprus","1992","13.68",""
"Cyprus","1991","13.62",""
"Cyprus","1990","13.57",""
"Czech Republic","2012","23.23",""
"Czech Republic","2011","22.8",""
"Czech Republic","2010","22.35",""
"Czech Republic","2009","21.88",""
"Czech Republic","2008","21.4",""
"Czech Republic","2007","20.9",""
"Czech Republic","2006","20.42",""
"Czech Republic","2005","19.95",""
"Czech Republic","2004","19.51",""
"Czech Republic","2003","19.11",""
"Czech Republic","2002","18.75",""
"Czech Republic","2001","18.45",""
"Czech Republic","2000","18.24",""
"Czech Republic","1999","18.1",""
"Czech Republic","1998","18.04",""
"Czech Republic","1997","18.03",""
"Czech Republic","1996","18.03",""
"Czech Republic","1995","18.03",""
"Czech Republic","1994","18.01",""
"Czech Republic","1993","17.97",""
"Czech Republic","1992","17.93",""
"Czech Republic","1991","17.88",""
"Czech Republic","1990","17.85",""
"Democratic People's Republic of Korea","2012","12.74",""
"Democratic People's Republic of Korea","2011","12.91",""
"Democratic People's Republic of Korea","2010","12.98",""
"Democratic People's Republic of Korea","2009","12.92",""
"Democratic People's Republic of Korea","2008","12.76",""
"Democratic People's Republic of Korea","2007","12.51",""
"Democratic People's Republic of Korea","2006","12.22",""
"Democratic People's Republic of Korea","2005","11.92",""
"Democratic People's Republic of Korea","2004","11.6",""
"Democratic People's Republic of Korea","2003","11.27",""
"Democratic People's Republic of Korea","2002","10.92",""
"Democratic People's Republic of Korea","2001","10.56",""
"Democratic People's Republic of Korea","2000","10.2",""
"Democratic People's Republic of Korea","1999","9.82",""
"Democratic People's Republic of Korea","1998","9.46",""
"Democratic People's Republic of Korea","1997","9.09",""
"Democratic People's Republic of Korea","1996","8.74",""
"Democratic People's Republic of Korea","1995","8.4",""
"Democratic People's Republic of Korea","1994","8.08",""
"Democratic People's Republic of Korea","1993","7.77",""
"Democratic People's Republic of Korea","1992","7.49",""
"Democratic People's Republic of Korea","1991","7.23",""
"Democratic People's Republic of Korea","1990","6.99",""
"Democratic Republic of the Congo","2012","4.51",""
"Democratic Republic of the Congo","2011","4.52",""
"Democratic Republic of the Congo","2010","4.53",""
"Democratic Republic of the Congo","2009","4.53",""
"Democratic Republic of the Congo","2008","4.54",""
"Democratic Republic of the Congo","2007","4.54",""
"Democratic Republic of the Congo","2006","4.54",""
"Democratic Republic of the Congo","2005","4.54",""
"Democratic Republic of the Congo","2004","4.54",""
"Democratic Republic of the Congo","2003","4.54",""
"Democratic Republic of the Congo","2002","4.54",""
"Democratic Republic of the Congo","2001","4.55",""
"Democratic Republic of the Congo","2000","4.56",""
"Democratic Republic of the Congo","1999","4.57",""
"Democratic Republic of the Congo","1998","4.58",""
"Democratic Republic of the Congo","1997","4.6",""
"Democratic Republic of the Congo","1996","4.61",""
"Democratic Republic of the Congo","1995","4.63",""
"Democratic Republic of the Congo","1994","4.64",""
"Democratic Republic of the Congo","1993","4.66",""
"Democratic Republic of the Congo","1992","4.67",""
"Democratic Republic of the Congo","1991","4.68",""
"Democratic Republic of the Congo","1990","4.69",""
"Denmark","2012","23.9",""
"Denmark","2011","23.62",""
"Denmark","2010","23.3",""
"Denmark","2009","22.93",""
"Denmark","2008","22.52",""
"Denmark","2007","22.08",""
"Denmark","2006","21.65",""
"Denmark","2005","21.24",""
"Denmark","2004","20.86",""
"Denmark","2003","20.52",""
"Denmark","2002","20.22",""
"Denmark","2001","19.98",""
"Denmark","2000","19.81",""
"Denmark","1999","19.71",""
"Denmark","1998","19.68",""
"Denmark","1997","19.71",""
"Denmark","1996","19.77",""
"Denmark","1995","19.86",""
"Denmark","1994","19.96",""
"Denmark","1993","20.08",""
"Denmark","1992","20.21",""
"Denmark","1991","20.32",""
"Denmark","1990","20.4",""
"Djibouti","2012","5.96",""
"Djibouti","2011","5.9",""
"Djibouti","2010","5.82",""
"Djibouti","2009","5.73",""
"Djibouti","2008","5.62",""
"Djibouti","2007","5.51",""
"Djibouti","2006","5.39",""
"Djibouti","2005","5.28",""
"Djibouti","2004","5.18",""
"Djibouti","2003","5.09",""
"Djibouti","2002","4.99",""
"Djibouti","2001","4.9",""
"Djibouti","2000","4.82",""
"Djibouti","1999","4.73",""
"Djibouti","1998","4.65",""
"Djibouti","1997","4.58",""
"Djibouti","1996","4.51",""
"Djibouti","1995","4.44",""
"Djibouti","1994","4.38",""
"Djibouti","1993","4.32",""
"Djibouti","1992","4.27",""
"Djibouti","1991","4.23",""
"Djibouti","1990","4.19",""
"Dominica","2012","12.35",""
"Dominica","2011","12.09",""
"Dominica","2010","11.86",""
"Dominica","2009","11.66",""
"Dominica","2008","11.48",""
"Dominica","2007","11.32",""
"Dominica","2006","11.17",""
"Dominica","2005","11.03",""
"Dominica","2004","10.89",""
"Dominica","2003","10.76",""
"Dominica","2002","10.63",""
"Dominica","2001","10.51",""
"Dominica","2000","10.38",""
"Dominica","1999","10.24",""
"Dominica","1998","10.1",""
"Dominica","1997","9.96",""
"Dominica","1996","9.83",""
"Dominica","1995","9.71",""
"Dominica","1994","9.61",""
"Dominica","1993","9.53",""
"Dominica","1992","9.45",""
"Dominica","1991","9.38",""
"Dominica","1990","9.31",""
"Dominican Republic","2012","8.97",""
"Dominican Republic","2011","8.76",""
"Dominican Republic","2010","8.57",""
"Dominican Republic","2009","8.4",""
"Dominican Republic","2008","8.26",""
"Dominican Republic","2007","8.13",""
"Dominican Republic","2006","8.02",""
"Dominican Republic","2005","7.92",""
"Dominican Republic","2004","7.83",""
"Dominican Republic","2003","7.75",""
"Dominican Republic","2002","7.67",""
"Dominican Republic","2001","7.59",""
"Dominican Republic","2000","7.49",""
"Dominican Republic","1999","7.38",""
"Dominican Republic","1998","7.26",""
"Dominican Republic","1997","7.13",""
"Dominican Republic","1996","6.98",""
"Dominican Republic","1995","6.84",""
"Dominican Republic","1994","6.69",""
"Dominican Republic","1993","6.54",""
"Dominican Republic","1992","6.39",""
"Dominican Republic","1991","6.23",""
"Dominican Republic","1990","6.08",""
"Ecuador","2012","9.21",""
"Ecuador","2011","8.97",""
"Ecuador","2010","8.75",""
"Ecuador","2009","8.57",""
"Ecuador","2008","8.41",""
"Ecuador","2007","8.27",""
"Ecuador","2006","8.14",""
"Ecuador","2005","8.01",""
"Ecuador","2004","7.88",""
"Ecuador","2003","7.75",""
"Ecuador","2002","7.62",""
"Ecuador","2001","7.5",""
"Ecuador","2000","7.38",""
"Ecuador","1999","7.26",""
"Ecuador","1998","7.14",""
"Ecuador","1997","7.02",""
"Ecuador","1996","6.91",""
"Ecuador","1995","6.81",""
"Ecuador","1994","6.71",""
"Ecuador","1993","6.62",""
"Ecuador","1992","6.54",""
"Ecuador","1991","6.46",""
"Ecuador","1990","6.39",""
"Egypt","2012","8.62",""
"Egypt","2011","8.56",""
"Egypt","2010","8.49",""
"Egypt","2009","8.4",""
"Egypt","2008","8.3",""
"Egypt","2007","8.19",""
"Egypt","2006","8.09",""
"Egypt","2005","8.02",""
"Egypt","2004","7.98",""
"Egypt","2003","7.95",""
"Egypt","2002","7.95",""
"Egypt","2001","7.94",""
"Egypt","2000","7.92",""
"Egypt","1999","7.89",""
"Egypt","1998","7.85",""
"Egypt","1997","7.8",""
"Egypt","1996","7.74",""
"Egypt","1995","7.68",""
"Egypt","1994","7.62",""
"Egypt","1993","7.56",""
"Egypt","1992","7.49",""
"Egypt","1991","7.43",""
"Egypt","1990","7.37",""
"El Salvador","2012","9.64",""
"El Salvador","2011","9.51",""
"El Salvador","2010","9.39",""
"El Salvador","2009","9.27",""
"El Salvador","2008","9.16",""
"El Salvador","2007","9.05",""
"El Salvador","2006","8.92",""
"El Salvador","2005","8.79",""
"El Salvador","2004","8.64",""
"El Salvador","2003","8.49",""
"El Salvador","2002","8.32",""
"El Salvador","2001","8.16",""
"El Salvador","2000","7.99",""
"El Salvador","1999","7.82",""
"El Salvador","1998","7.64",""
"El Salvador","1997","7.48",""
"El Salvador","1996","7.32",""
"El Salvador","1995","7.17",""
"El Salvador","1994","7.04",""
"El Salvador","1993","6.92",""
"El Salvador","1992","6.82",""
"El Salvador","1991","6.72",""
"El Salvador","1990","6.62",""
"Equatorial Guinea","2012","4.53",""
"Equatorial Guinea","2011","4.44",""
"Equatorial Guinea","2010","4.39",""
"Equatorial Guinea","2009","4.38",""
"Equatorial Guinea","2008","4.42",""
"Equatorial Guinea","2007","4.49",""
"Equatorial Guinea","2006","4.58",""
"Equatorial Guinea","2005","4.69",""
"Equatorial Guinea","2004","4.8",""
"Equatorial Guinea","2003","4.91",""
"Equatorial Guinea","2002","5.04",""
"Equatorial Guinea","2001","5.16",""
"Equatorial Guinea","2000","5.3",""
"Equatorial Guinea","1999","5.44",""
"Equatorial Guinea","1998","5.58",""
"Equatorial Guinea","1997","5.73",""
"Equatorial Guinea","1996","5.87",""
"Equatorial Guinea","1995","6.02",""
"Equatorial Guinea","1994","6.16",""
"Equatorial Guinea","1993","6.3",""
"Equatorial Guinea","1992","6.44",""
"Equatorial Guinea","1991","6.58",""
"Equatorial Guinea","1990","6.73",""
"Eritrea","2012","3.73",""
"Eritrea","2011","3.71",""
"Eritrea","2010","3.69",""
"Eritrea","2009","3.65",""
"Eritrea","2008","3.59",""
"Eritrea","2007","3.53",""
"Eritrea","2006","3.47",""
"Eritrea","2005","3.42",""
"Eritrea","2004","3.37",""
"Eritrea","2003","3.33",""
"Eritrea","2002","3.3",""
"Eritrea","2001","3.27",""
"Eritrea","2000","3.23",""
"Eritrea","1999","3.19",""
"Eritrea","1998","3.14",""
"Eritrea","1997","3.09",""
"Eritrea","1996","3.05",""
"Eritrea","1995","3.01",""
"Eritrea","1994","2.97",""
"Eritrea","1993","2.94",""
"Eritrea","1992","2.91",""
"Eritrea","1991","2.89",""
"Eritrea","1990","2.88",""
"Estonia","2012","23.92",""
"Estonia","2011","23.67",""
"Estonia","2010","23.4",""
"Estonia","2009","23.11",""
"Estonia","2008","22.79",""
"Estonia","2007","22.47",""
"Estonia","2006","22.19",""
"Estonia","2005","21.96",""
"Estonia","2004","21.79",""
"Estonia","2003","21.67",""
"Estonia","2002","21.57",""
"Estonia","2001","21.42",""
"Estonia","2000","21.2",""
"Estonia","1999","20.89",""
"Estonia","1998","20.51",""
"Estonia","1997","20.08",""
"Estonia","1996","19.62",""
"Estonia","1995","19.17",""
"Estonia","1994","18.73",""
"Estonia","1993","18.3",""
"Estonia","1992","17.9",""
"Estonia","1991","17.55",""
"Estonia","1990","17.24",""
"Ethiopia","2012","5.17",""
"Ethiopia","2011","5.15",""
"Ethiopia","2010","5.12",""
"Ethiopia","2009","5.08",""
"Ethiopia","2008","5.03",""
"Ethiopia","2007","4.96",""
"Ethiopia","2006","4.91",""
"Ethiopia","2005","4.86",""
"Ethiopia","2004","4.83",""
"Ethiopia","2003","4.8",""
"Ethiopia","2002","4.79",""
"Ethiopia","2001","4.79",""
"Ethiopia","2000","4.8",""
"Ethiopia","1999","4.82",""
"Ethiopia","1998","4.85",""
"Ethiopia","1997","4.88",""
"Ethiopia","1996","4.92",""
"Ethiopia","1995","4.94",""
"Ethiopia","1994","4.94",""
"Ethiopia","1993","4.94",""
"Ethiopia","1992","4.92",""
"Ethiopia","1991","4.9",""
"Ethiopia","1990","4.88",""
"Fiji","2012","8.38",""
"Fiji","2011","8.13",""
"Fiji","2010","7.9",""
"Fiji","2009","7.69",""
"Fiji","2008","7.5",""
"Fiji","2007","7.31",""
"Fiji","2006","7.11",""
"Fiji","2005","6.89",""
"Fiji","2004","6.65",""
"Fiji","2003","6.39",""
"Fiji","2002","6.12",""
"Fiji","2001","5.88",""
"Fiji","2000","5.66",""
"Fiji","1999","5.48",""
"Fiji","1998","5.32",""
"Fiji","1997","5.18",""
"Fiji","1996","5.07",""
"Fiji","1995","4.98",""
"Fiji","1994","4.91",""
"Fiji","1993","4.86",""
"Fiji","1992","4.83",""
"Fiji","1991","4.79",""
"Fiji","1990","4.75",""
"Finland","2012","25.9",""
"Finland","2011","25.39",""
"Finland","2010","24.81",""
"Finland","2009","24.14",""
"Finland","2008","23.41",""
"Finland","2007","22.66",""
"Finland","2006","21.97",""
"Finland","2005","21.38",""
"Finland","2004","20.92",""
"Finland","2003","20.58",""
"Finland","2002","20.33",""
"Finland","2001","20.12",""
"Finland","2000","19.91",""
"Finland","1999","19.69",""
"Finland","1998","19.48",""
"Finland","1997","19.28",""
"Finland","1996","19.1",""
"Finland","1995","18.96",""
"Finland","1994","18.85",""
"Finland","1993","18.77",""
"Finland","1992","18.69",""
"Finland","1991","18.6",""
"Finland","1990","18.48",""
"France","2012","23.82",""
"France","2011","23.45",""
"France","2010","23.03",""
"France","2009","22.58",""
"France","2008","22.08",""
"France","2007","21.6",""
"France","2006","21.18",""
"France","2005","20.86",""
"France","2004","20.67",""
"France","2003","20.57",""
"France","2002","20.55",""
"France","2001","20.56",""
"France","2000","20.55",""
"France","1999","20.51",""
"France","1998","20.45",""
"France","1997","20.37",""
"France","1996","20.26",""
"France","1995","20.14",""
"France","1994","19.98",""
"France","1993","19.79",""
"France","1992","19.58",""
"France","1991","19.38",""
"France","1990","19.18",""
"Gabon","2012","7.38",""
"Gabon","2011","7.45",""
"Gabon","2010","7.53",""
"Gabon","2009","7.61",""
"Gabon","2008","7.69",""
"Gabon","2007","7.77",""
"Gabon","2006","7.86",""
"Gabon","2005","7.95",""
"Gabon","2004","8.04",""
"Gabon","2003","8.14",""
"Gabon","2002","8.23",""
"Gabon","2001","8.32",""
"Gabon","2000","8.41",""
"Gabon","1999","8.49",""
"Gabon","1998","8.56",""
"Gabon","1997","8.63",""
"Gabon","1996","8.69",""
"Gabon","1995","8.74",""
"Gabon","1994","8.8",""
"Gabon","1993","8.85",""
"Gabon","1992","8.89",""
"Gabon","1991","8.93",""
"Gabon","1990","8.96",""
"Gambia","2012","3.72",""
"Gambia","2011","3.73",""
"Gambia","2010","3.75",""
"Gambia","2009","3.78",""
"Gambia","2008","3.84",""
"Gambia","2007","3.9",""
"Gambia","2006","3.96",""
"Gambia","2005","4.01",""
"Gambia","2004","4.04",""
"Gambia","2003","4.05",""
"Gambia","2002","4.06",""
"Gambia","2001","4.06",""
"Gambia","2000","4.07",""
"Gambia","1999","4.08",""
"Gambia","1998","4.11",""
"Gambia","1997","4.14",""
"Gambia","1996","4.16",""
"Gambia","1995","4.17",""
"Gambia","1994","4.17",""
"Gambia","1993","4.16",""
"Gambia","1992","4.15",""
"Gambia","1991","4.15",""
"Gambia","1990","4.17",""
"Georgia","2012","19.47",""
"Georgia","2011","19.24",""
"Georgia","2010","19.01",""
"Georgia","2009","18.8",""
"Georgia","2008","18.59",""
"Georgia","2007","18.42",""
"Georgia","2006","18.3",""
"Georgia","2005","18.26",""
"Georgia","2004","18.3",""
"Georgia","2003","18.42",""
"Georgia","2002","18.53",""
"Georgia","2001","18.55",""
"Georgia","2000","18.41",""
"Georgia","1999","18.1",""
"Georgia","1998","17.65",""
"Georgia","1997","17.13",""
"Georgia","1996","16.62",""
"Georgia","1995","16.19",""
"Georgia","1994","15.88",""
"Georgia","1993","15.65",""
"Georgia","1992","15.45",""
"Georgia","1991","15.24",""
"Georgia","1990","14.96",""
"Germany","2012","26.72",""
"Germany","2011","26.35",""
"Germany","2010","26.05",""
"Germany","2009","25.81",""
"Germany","2008","25.63",""
"Germany","2007","25.47",""
"Germany","2006","25.3",""
"Germany","2005","25.08",""
"Germany","2004","24.82",""
"Germany","2003","24.51",""
"Germany","2002","24.16",""
"Germany","2001","23.75",""
"Germany","2000","23.3",""
"Germany","1999","22.77",""
"Germany","1998","22.2",""
"Germany","1997","21.63",""
"Germany","1996","21.13",""
"Germany","1995","20.76",""
"Germany","1994","20.53",""
"Germany","1993","20.42",""
"Germany","1992","20.4",""
"Germany","1991","20.41",""
"Germany","1990","20.39",""
"Ghana","2012","5.4",""
"Ghana","2011","5.43",""
"Ghana","2010","5.45",""
"Ghana","2009","5.44",""
"Ghana","2008","5.41",""
"Ghana","2007","5.35",""
"Ghana","2006","5.29",""
"Ghana","2005","5.22",""
"Ghana","2004","5.14",""
"Ghana","2003","5.06",""
"Ghana","2002","4.98",""
"Ghana","2001","4.9",""
"Ghana","2000","4.84",""
"Ghana","1999","4.8",""
"Ghana","1998","4.78",""
"Ghana","1997","4.77",""
"Ghana","1996","4.77",""
"Ghana","1995","4.75",""
"Ghana","1994","4.72",""
"Ghana","1993","4.67",""
"Ghana","1992","4.62",""
"Ghana","1991","4.57",""
"Ghana","1990","4.53",""
"Greece","2012","25.41",""
"Greece","2011","25.13",""
"Greece","2010","24.85",""
"Greece","2009","24.55",""
"Greece","2008","24.25",""
"Greece","2007","23.94",""
"Greece","2006","23.67",""
"Greece","2005","23.44",""
"Greece","2004","23.26",""
"Greece","2003","23.12",""
"Greece","2002","23",""
"Greece","2001","22.86",""
"Greece","2000","22.69",""
"Greece","1999","22.48",""
"Greece","1998","22.22",""
"Greece","1997","21.94",""
"Greece","1996","21.65",""
"Greece","1995","21.37",""
"Greece","1994","21.12",""
"Greece","1993","20.87",""
"Greece","1992","20.62",""
"Greece","1991","20.33",""
"Greece","1990","19.97",""
"Grenada","2012","9.72",""
"Grenada","2011","9.66",""
"Grenada","2010","9.64",""
"Grenada","2009","9.65",""
"Grenada","2008","9.69",""
"Grenada","2007","9.75",""
"Grenada","2006","9.83",""
"Grenada","2005","9.93",""
"Grenada","2004","10.03",""
"Grenada","2003","10.14",""
"Grenada","2002","10.24",""
"Grenada","2001","10.32",""
"Grenada","2000","10.35",""
"Grenada","1999","10.33",""
"Grenada","1998","10.25",""
"Grenada","1997","10.16",""
"Grenada","1996","10.13",""
"Grenada","1995","10.21",""
"Grenada","1994","10.42",""
"Grenada","1993","10.76",""
"Grenada","1992","11.09",""
"Grenada","1991","11.27",""
"Grenada","1990","11.17",""
"Guatemala","2012","6.56",""
"Guatemala","2011","6.51",""
"Guatemala","2010","6.45",""
"Guatemala","2009","6.39",""
"Guatemala","2008","6.32",""
"Guatemala","2007","6.25",""
"Guatemala","2006","6.18",""
"Guatemala","2005","6.13",""
"Guatemala","2004","6.08",""
"Guatemala","2003","6.04",""
"Guatemala","2002","6",""
"Guatemala","2001","5.97",""
"Guatemala","2000","5.93",""
"Guatemala","1999","5.89",""
"Guatemala","1998","5.84",""
"Guatemala","1997","5.8",""
"Guatemala","1996","5.75",""
"Guatemala","1995","5.69",""
"Guatemala","1994","5.63",""
"Guatemala","1993","5.57",""
"Guatemala","1992","5.51",""
"Guatemala","1991","5.44",""
"Guatemala","1990","5.36",""
"Guinea","2012","5.03",""
"Guinea","2011","5",""
"Guinea","2010","4.98",""
"Guinea","2009","4.98",""
"Guinea","2008","5",""
"Guinea","2007","5.04",""
"Guinea","2006","5.09",""
"Guinea","2005","5.14",""
"Guinea","2004","5.19",""
"Guinea","2003","5.25",""
"Guinea","2002","5.3",""
"Guinea","2001","5.36",""
"Guinea","2000","5.41",""
"Guinea","1999","5.45",""
"Guinea","1998","5.49",""
"Guinea","1997","5.53",""
"Guinea","1996","5.56",""
"Guinea","1995","5.58",""
"Guinea","1994","5.6",""
"Guinea","1993","5.6",""
"Guinea","1992","5.61",""
"Guinea","1991","5.61",""
"Guinea","1990","5.6",""
"Guinea-Bissau","2012","5.06",""
"Guinea-Bissau","2011","4.86",""
"Guinea-Bissau","2010","4.71",""
"Guinea-Bissau","2009","4.64",""
"Guinea-Bissau","2008","4.63",""
"Guinea-Bissau","2007","4.66",""
"Guinea-Bissau","2006","4.71",""
"Guinea-Bissau","2005","4.75",""
"Guinea-Bissau","2004","4.77",""
"Guinea-Bissau","2003","4.77",""
"Guinea-Bissau","2002","4.77",""
"Guinea-Bissau","2001","4.77",""
"Guinea-Bissau","2000","4.79",""
"Guinea-Bissau","1999","4.83",""
"Guinea-Bissau","1998","4.88",""
"Guinea-Bissau","1997","4.94",""
"Guinea-Bissau","1996","5",""
"Guinea-Bissau","1995","5.06",""
"Guinea-Bissau","1994","5.11",""
"Guinea-Bissau","1993","5.16",""
"Guinea-Bissau","1992","5.21",""
"Guinea-Bissau","1991","5.25",""
"Guinea-Bissau","1990","5.3",""
"Guyana","2012","5.18",""
"Guyana","2011","5.1",""
"Guyana","2010","5.08",""
"Guyana","2009","5.11",""
"Guyana","2008","5.21",""
"Guyana","2007","5.34",""
"Guyana","2006","5.51",""
"Guyana","2005","5.69",""
"Guyana","2004","5.88",""
"Guyana","2003","6.07",""
"Guyana","2002","6.26",""
"Guyana","2001","6.44",""
"Guyana","2000","6.59",""
"Guyana","1999","6.7",""
"Guyana","1998","6.79",""
"Guyana","1997","6.85",""
"Guyana","1996","6.89",""
"Guyana","1995","6.92",""
"Guyana","1994","6.95",""
"Guyana","1993","6.96",""
"Guyana","1992","6.96",""
"Guyana","1991","6.93",""
"Guyana","1990","6.86",""
"Haiti","2012","6.7",""
"Haiti","2011","6.61",""
"Haiti","2010","6.53",""
"Haiti","2009","6.48",""
"Haiti","2008","6.43",""
"Haiti","2007","6.4",""
"Haiti","2006","6.37",""
"Haiti","2005","6.34",""
"Haiti","2004","6.31",""
"Haiti","2003","6.28",""
"Haiti","2002","6.24",""
"Haiti","2001","6.2",""
"Haiti","2000","6.17",""
"Haiti","1999","6.13",""
"Haiti","1998","6.1",""
"Haiti","1997","6.07",""
"Haiti","1996","6.05",""
"Haiti","1995","6.03",""
"Haiti","1994","6.01",""
"Haiti","1993","6",""
"Haiti","1992","5.99",""
"Haiti","1991","5.99",""
"Haiti","1990","6",""
"Honduras","2012","6.41",""
"Honduras","2011","6.29",""
"Honduras","2010","6.18",""
"Honduras","2009","6.09",""
"Honduras","2008","6.02",""
"Honduras","2007","5.96",""
"Honduras","2006","5.91",""
"Honduras","2005","5.85",""
"Honduras","2004","5.8",""
"Honduras","2003","5.76",""
"Honduras","2002","5.71",""
"Honduras","2001","5.66",""
"Honduras","2000","5.62",""
"Honduras","1999","5.57",""
"Honduras","1998","5.51",""
"Honduras","1997","5.46",""
"Honduras","1996","5.4",""
"Honduras","1995","5.35",""
"Honduras","1994","5.3",""
"Honduras","1993","5.25",""
"Honduras","1992","5.2",""
"Honduras","1991","5.16",""
"Honduras","1990","5.12",""
"Hungary","2012","23.41",""
"Hungary","2011","22.99",""
"Hungary","2010","22.62",""
"Hungary","2009","22.32",""
"Hungary","2008","22.07",""
"Hungary","2007","21.87",""
"Hungary","2006","21.66",""
"Hungary","2005","21.45",""
"Hungary","2004","21.2",""
"Hungary","2003","20.95",""
"Hungary","2002","20.69",""
"Hungary","2001","20.46",""
"Hungary","2000","20.27",""
